ep	i	j	time	x	y	z	phi	theta	psi	x_velocity	y_velocity	z_velocity	phi_velocity	theta_velocity	psi_velocity	rotor_speed1	rotor_speed2	rotor_speed3	rotor_speed4	r
10	0	15	0.9600000000000005	0.657829602281	-0.123700004332	149.474916964	2.91261718644	1.87131400839	0.0	1.85976834174	0.678065001284	-2.37159997524	-6.47117186484	-8.55918269759	0.0	475.024	382.931	459.702	403.785	30.978632265
10	0	16	1.0200000000000005	0.750207571553	-0.0840630151269	149.319006169	2.52393609027	1.35755553928	0.0	1.20977096486	0.655105618484	-2.87171235014	-6.57083588057	-8.67412407007	0.0	476.132	382.521	459.867	403.736	30.9716200276
10	0	17	1.0800000000000005	0.803560268301	-0.0408725752163	149.124791625	2.12912429265	0.836835312636	0.0	0.587609291607	0.827984590246	-3.62687044954	-6.65544618066	-8.78523408783	0.0	477.528	382.182	459.89	403.688	30.9641956085
10	0	18	1.1400000000000006	0.82524894575	0.0218824001983	148.883189655	1.72916105782	0.309383065089	0.0	0.177593357656	1.30526939339	-4.40979102115	-6.72579344539	-8.89228881823	0.0	478.989	381.99	459.833	403.679	10.9629434992
10	0	19	1.2000000000000006	0.831726185066	0.119566897501	148.600141738	1.32496556693	6.0585668477	0.0	0.0904697568594	1.95829892234	-4.98407209938	-6.78433916956	-8.99004784253	0.0	480.107	381.928	459.837	403.673	0.959431966711
10	0	20	1.2600000000000007	0.843596448976	0.254821743389	148.290512745	0.917268942672	5.51855288023	0.0	0.35487975503	2.5143937742	-5.31009308371	-6.85620825097	-9.03472218253	0.0	479.937	384.918	461.48	403.271	0.95741442117
10	0	21	1.3200000000000007	0.880122081616	0.414690609932	147.963811525	0.50540495199	4.97613242906	0.0	0.893547439375	2.7672372646	-5.59507433532	-6.94935172454	-9.0534850783	0.0	479.121	385.518	461.009	399.458	0.955162649728
10	0	22	1.3800000000000008	0.953468655749	0.581695552894	147.614346443	0.0878387724078	4.43263610202	0.0	1.55540116586	2.77922562192	-6.10121306899	-7.02754052042	-9.06924178048	0.0	479.08	385.392	461.143	399.535	0.956769378784
10	0	23	1.4400000000000008	1.06462334837	0.748240525154	147.224733459	5.94872013856	3.88822750036	0.0	2.1155435195	2.79160132663	-6.92527355415	-7.09155479585	-9.08270996207	0.0	479.049	385.295	461.164	399.65	0.960369775579
10	0	24	1.5000000000000009	1.20115093509	0.920572614608	146.780613789	5.52507521238	3.34499513113	0.0	2.39208880198	2.981268753	-7.88000875507	-7.03167578482	-9.02613532494	0.0	474.517	386.548	457.55	406.362	0.96162837237
10	0	25	1.560000000000001	1.34626907244	1.10996861947	146.279861483	5.10478716957	2.80456600333	0.0	2.4079797438	3.36098211853	-8.80286185177	-6.9777182579	-8.98539147287	0.0	474.666	386.401	457.315	406.543	0.961386222813
10	0	26	1.620000000000001	1.4837088586	1.3269471156	145.726645856	4.68740149109	2.26611724908	0.0	2.12236501314	3.8741242279	-9.61322141057	-6.93268183353	-8.95888979747	0.0	475.078	386.38	457.205	406.476	0.959303089055
10	0	27	1.680000000000001	1.59474258681	1.57145248065	145.129103473	4.27239601063	1.72889396808	0.0	1.55008804343	4.23354517177	-10.2979757201	-6.89689361395	-8.94542524673	0.0	475.834	386.477	457.257	406.318	0.953313177633
10	0	28	1.740000000000001	1.66777841719	1.82916875612	144.489688287	3.85927752951	1.19214783254	0.0	0.883014112526	4.32459010664	-11.0360612994	-6.86964168604	-8.94654473515	0.0	476.929	386.623	457.306	406.132	0.943365442126
10	0	29	1.8000000000000012	1.7026964994	2.08747436557	143.801162189	3.44764257622	0.655102111427	0.0	0.316986797605	4.27947925138	-11.9380398164	-6.84759085437	-8.96020718495	0.0	478.07	386.832	457.134	405.984	0.939655956683
10	0	30	1.8600000000000012	1.71348695294	2.34374108742	143.056954812	3.03729924054	0.117146442164	0.0	0.0986534198999	4.27486902821	-12.8424586333	-6.82652056388	-8.97925270156	0.0	479.036	387.156	456.708	405.766	0.938786817608
10	0	31	1.9200000000000013	1.71914103534	2.60120452366	142.26429059	2.62828101837	5.86123334269	0.0	0.0992620851038	4.3120530135	-13.569902168	-6.80332610147	-8.99841281787	0.0	479.609	387.401	456.089	405.604	0.937724590778
10	0	32	1.9800000000000013	1.72758514409	2.86479005767	141.426762918	2.21979250728	5.32211122126	0.0	0.220468829535	4.5191670822	-14.3594581114	-6.8192838526	-8.96851100419	0.0	478.223	390.266	456.344	402.527	0.93696397944
10	0	33	2.0400000000000014	1.7536314009	3.1475207598	140.544476485	1.81052322093	4.78453335816	0.0	0.702827167337	4.89254117302	-14.9955551232	-6.8249907404	-8.94696684417	0.0	478.408	390.347	455.912	402.784	0.936647912191
10	0	34	2.1000000000000014	1.81585044546	3.44387056137	139.634362389	1.40106667397	4.24830957803	0.0	1.36979580765	4.90412774335	-15.3168128333	-6.82281582858	-8.92315604414	0.0	478.054	390.547	455.562	402.993	0.93757218064
10	0	35	2.1600000000000015	1.91504843772	3.72549936496	138.705009042	0.991812916563	3.7136074412	0.0	1.8999551294	4.43237649946	-15.7011995203	-6.81775903988	-8.8965192847	0.0	477.418	390.619	455.341	403.086	0.941764392552
10	0	36	2.2200000000000015	2.03672838124	3.97445597356	137.743968363	0.582922331159	3.18050618212	0.0	2.10288958733	3.90003284808	-16.3616767615	-6.80980743006	-8.86950581453	0.0	476.936	390.692	454.893	402.961	0.940744218184
10	0	37	2.2800000000000016	2.16313950696	4.20041321891	136.741177294	0.174630051669	2.64898878963	0.0	2.11045519469	3.67199283632	-17.0626439274	-6.79690161002	-8.84376668649	0.0	476.808	390.972	454.083	402.634	0.937448059791
10	0	38	2.3400000000000016	2.29016084807	4.41895985358	135.69199328	6.05042172648	2.11889921165	0.0	2.09936317732	3.64223783488	-17.9717043518	-6.77925466968	-8.82212051427	0.0	476.948	391.303	453.322	402.449	0.935434476973
10	0	39	2.4000000000000017	2.40622088272	4.64265291237	134.578895694	5.64775884537	1.59029702277	0.0	1.69395100876	3.83689184662	-19.1212704715	-6.67309910608	-8.7939395111	0.0	477.617	393.27	451.758	409.447	0.932839224517
10	0	40	2.4600000000000017	2.48810239732	4.87631795003	133.403534193	5.25142613636	1.06422624135	0.0	1.04457941738	3.89167330759	-20.0171483657	-6.56757975876	-8.74138253937	0.0	474.744	392.691	447.836	406.63	0.924021148869
10	0	41	2.520000000000002	2.5363749596	5.10054967245	132.177276899	4.86073914572	0.540624275178	0.0	0.600584172543	3.53003368008	-20.8890493788	-6.47480292246	-8.7082867706	0.0	475.593	392.887	446.957	406.103	0.916767476633
